"id1"	"id2"	"title"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
8647	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
64241	0	"ABC transporters"
64240	0	"ABC transporters"
0	0	"ABC transporters"
9429	0	"ABC transporters"
64137	0	"ABC transporters"
9619	0	"ABC transporters"
5826	0	"ABC transporters"
5825	0	"ABC transporters"
225	0	"ABC transporters"
215	0	"ABC transporters"
89845	0	"ABC transporters"
1080	0	"ABC transporters"
10257	0	"ABC transporters"
0	0	"ABC transporters"
94160	0	"ABC transporters"
85320	0	"ABC transporters"
10060	0	"ABC transporters"
6833	0	"ABC transporters"
0	0	"ABC transporters"
368	0	"ABC transporters"
10057	0	"ABC transporters"
8714	0	"ABC transporters"
1244	0	"ABC transporters"
4363	0	"ABC transporters"
0	0	"ABC transporters"
22	0	"ABC transporters"
10058	0	"ABC transporters"
340273	0	"ABC transporters"
5244	0	"ABC transporters"
5243	0	"ABC transporters"
23456	0	"ABC transporters"
23457	0	"ABC transporters"
11194	0	"ABC transporters"
6891	0	"ABC transporters"
6890	0	"ABC transporters"
10349	0	"ABC transporters"
10350	0	"ABC transporters"
10351	0	"ABC transporters"
23460	0	"ABC transporters"
23461	0	"ABC transporters"
154664	0	"ABC transporters"
26154	0	"ABC transporters"
10347	0	"ABC transporters"
24	0	"ABC transporters"
21	0	"ABC transporters"
20	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
19	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"ABC transporters"
0	0	"Ribosome"
0	0	"Ribosome"
2197	0	"Ribosome"
6137	0	"Ribosome"
6158	0	"Ribosome"
0	0	"Ribosome"
6228	0	"Ribosome"
6222	0	"Ribosome"
6235	0	"Ribosome"
6207	0	"Ribosome"
6205	0	"Ribosome"
6209	0	"Ribosome"
6194	0	"Ribosome"
6202	0	"Ribosome"
6218	0	"Ribosome"
6223	0	"Ribosome"
6229	0	"Ribosome"
51065	0	"Ribosome"
6232	0	"Ribosome"
6233	0	"Ribosome"
6201	0	"Ribosome"
6204	0	"Ribosome"
6206	0	"Ribosome"
6227	0	"Ribosome"
6230	0	"Ribosome"
6231	0	"Ribosome"
6234	0	"Ribosome"
6191	0	"Ribosome"
6192	0	"Ribosome"
6189	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
6122	0	"Ribosome"
6123	0	"Ribosome"
6135	0	"Ribosome"
6133	0	"Ribosome"
6175	0	"Ribosome"
6136	0	"Ribosome"
23521	0	"Ribosome"
28998	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
4736	0	"Ribosome"
6132	0	"Ribosome"
0	0	"Ribosome"
9349	0	"Ribosome"
6157	0	"Ribosome"
0	0	"Ribosome"
6125	0	"Ribosome"
0	0	"Ribosome"
6139	0	"Ribosome"
0	0	"Ribosome"
6147	0	"Ribosome"
0	0	"Ribosome"
51121	0	"Ribosome"
6154	0	"Ribosome"
0	0	"Ribosome"
11224	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
6129	0	"Ribosome"
6138	0	"Ribosome"
6141	0	"Ribosome"
6143	0	"Ribosome"
6144	0	"Ribosome"
284288	0	"Ribosome"
51187	0	"Ribosome"
6152	0	"Ribosome"
6156	0	"Ribosome"
6170	0	"Ribosome"
7311	0	"Ribosome"
6171	0	"Ribosome"
6166	0	"Ribosome"
6173	0	"Ribosome"
6160	0	"Ribosome"
6161	0	"Ribosome"
6164	0	"Ribosome"
6165	0	"Ribosome"
6167	0	"Ribosome"
6168	0	"Ribosome"
6128	0	"Ribosome"
6142	0	"Ribosome"
200916	0	"Ribosome"
6146	0	"Ribosome"
6155	0	"Ribosome"
6159	0	"Ribosome"
25873	0	"Ribosome"
6169	0	"Ribosome"
6124	0	"Ribosome"
6130	0	"Ribosome"
140801	0	"Ribosome"
6134	0	"Ribosome"
9045	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
6176	0	"Ribosome"
6181	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
0	0	"Ribosome"
